complaint_text,ipc_sections
neighbor slapped me,323
man punched me causing injury,323
man punched me causing injury,323
neighbor slapped me,323
neighbor slapped me,323
man punched me causing injury,323
person hit me during argument,323
man punched me causing injury,323
neighbor slapped me,323
neighbor slapped me,323
man punched me causing injury,323
neighbor slapped me,323
person hit me during argument,323
man punched me causing injury,323
person hit me during argument,323
man punched me causing injury,323
neighbor slapped me,323
man punched me causing injury,323
person hit me during argument,323
man punched me causing injury,323
person hit me during argument,323
person hit me during argument,323
person hit me during argument,323
neighbor slapped me,323
person hit me during argument,323
person hit me during argument,323
neighbor slapped me,323
person hit me during argument,323
person hit me during argument,323
person hit me during argument,323
person hit me during argument,323
person hit me during argument,323
person hit me during argument,323
neighbor slapped me,323
neighbor slapped me,323
man punched me causing injury,323
man punched me causing injury,323
person hit me during argument,323
neighbor slapped me,323
person hit me during argument,323
person hit me during argument,323
neighbor slapped me,323
neighbor slapped me,323
person attacked with dangerous weapon,324
person attacked with dangerous weapon,324
person attacked with dangerous weapon,324
person attacked with dangerous weapon,324
man used blade during fight,324
man used blade during fight,324
man used blade during fight,324
man used blade during fight,324
person attacked with dangerous weapon,324
person attacked with dangerous weapon,324
attacker injured victim using knife,324
attacker injured victim using knife,324
attacker injured victim using knife,324
attacker injured victim using knife,324
man used blade during fight,324
person attacked with dangerous weapon,324
attacker injured victim using knife,324
man used blade during fight,324
person attacked with dangerous weapon,324
attacker injured victim using knife,324
person attacked with dangerous weapon,324
person attacked with dangerous weapon,324
attacker injured victim using knife,324
man used blade during fight,324
attacker injured victim using knife,324
person attacked with dangerous weapon,324
man used blade during fight,324
person attacked with dangerous weapon,324
man used blade during fight,324
attacker injured victim using knife,324
person attacked with dangerous weapon,324
person attacked with dangerous weapon,324
person attacked with dangerous weapon,324
attacker injured victim using knife,324
man used blade during fight,324
person attacked with dangerous weapon,324
person attacked with dangerous weapon,324
attacker injured victim using knife,324
person attacked with dangerous weapon,324
attacker injured victim using knife,324
person attacked with dangerous weapon,324
person attacked with dangerous weapon,324
person attacked with dangerous weapon,324
attacker injured victim using knife,324
man used blade during fight,324
attacker injured victim using knife,324
man used blade during fight,324
man used blade during fight,324
person attacked with dangerous weapon,324
man used blade during fight,324
attacker injured victim using knife,324
man used blade during fight,324
attacker injured victim using knife,324
man used blade during fight,324
attacker injured victim using knife,324
attacker injured victim using knife,324
man used blade during fight,324
man used blade during fight,324
man used blade during fight,324
